5.094151,2.142223,4.526073,-2.662154,1.265366,-1.714566,-2.179221,0.275756,-1.348496,-0.324364,-0.051966,-0.116950,
4.445702,4.400323,2.341626,1.281806,5.962311,-0.221912,-0.518065,-0.292818,-0.375347,-0.149250,-0.107622,-0.151238,
-0.041321,1.074606,-0.159189,-0.618044,0.449109,0.316102,0.504363,0.577301,0.332769,0.547262,0.772596,-0.067534,
4.399634,1.513593,-0.007903,-1.534478,3.690383,1.908611,1.027153,1.961659,-0.067064,0.145386,0.096884,-0.139359,
5.752648,1.739778,4.042148,-2.311489,-0.765669,-0.996439,-1.039609,1.168129,-0.063444,0.145843,0.389471,-0.055528,
4.944761,2.838549,3.042188,-1.665585,1.907693,2.843642,1.755330,0.701735,0.614282,-0.380467,-0.044051,0.154295,
2.825280,1.845205,2.645503,0.764289,2.790681,1.183612,1.077723,0.914047,0.554310,0.041110,0.260044,0.077901,
4.491956,3.294634,2.316348,0.999316,3.071082,2.433466,2.853775,1.403534,0.147252,-0.174303,0.151368,0.111887,
4.966977,3.567550,2.670702,1.082290,3.151943,-0.462204,-1.615407,0.172678,-1.033142,-0.379567,-0.033845,-0.093510,
4.613278,4.001964,3.509853,2.921039,2.925809,0.554629,0.965287,0.187136,-0.646642,-0.509003,0.072946,0.005206,
2.986590,1.851826,2.365803,0.875090,1.796128,0.120891,1.230842,0.751658,0.333555,-0.131989,0.253492,0.083202,
4.293446,0.288641,-0.896701,-0.559021,4.297499,2.798555,0.695854,2.458674,0.668308,-0.059211,0.154752,-0.110834,
5.471620,2.063418,1.730962,-1.240820,0.853059,-0.170913,-0.381765,1.274091,0.367034,0.217302,0.184770,-0.052865,
2.457169,1.804907,2.300807,-0.068122,1.389050,1.400421,0.937746,-0.120935,0.674220,0.181036,0.359183,0.080289,
2.692535,1.745595,2.773545,1.697750,2.709146,0.087124,0.473230,1.681429,1.364211,-0.035295,0.170514,0.101500,
2.400297,1.856539,3.213266,1.216084,2.766486,1.582563,1.205766,1.448106,1.398696,0.270690,0.294018,0.108640,
6.433893,1.733693,2.669862,0.019759,1.516935,-1.853495,-2.948106,0.468321,-0.570283,-0.191531,0.047705,-0.076757,
4.363460,4.627362,3.181504,2.294924,4.190315,-0.848903,1.128359,0.155538,0.134687,-0.580144,-0.033783,0.029662,
-1.555255,1.139607,2.241308,-0.769873,-0.587046,0.083417,0.990560,0.834641,0.655005,0.431559,0.599162,-0.100458,
4.379298,1.630787,0.040546,-0.290294,2.974217,0.741165,1.248151,2.840755,0.822956,0.288080,-0.127984,-0.099197,
5.289043,2.460315,2.282901,-1.029294,1.013172,-2.229743,-0.676175,2.188598,0.215067,0.133271,0.216215,-0.008473,
3.982387,2.441446,1.926082,-0.228839,2.124253,1.676333,2.257282,0.601744,0.384290,0.133456,0.323499,0.147362,
2.622786,1.805804,2.661845,1.296778,1.883342,1.321233,1.671755,0.690521,1.177479,0.356946,0.377596,0.095109,
3.744834,2.114291,1.917551,1.298541,3.826747,2.575927,2.082100,2.189972,1.305265,-0.192295,-0.031018,0.071351,
4.232852,3.156621,1.757944,0.207070,2.401743,-0.381301,-0.000644,0.453305,0.348840,0.741493,0.315007,0.074647,
4.002052,3.501048,3.717125,2.999029,3.001411,1.565186,1.431595,0.797059,0.413894,0.105576,0.319507,0.056906,
2.703349,1.764702,1.388198,0.442033,1.136273,0.975589,1.814394,1.642433,0.855067,0.648937,0.585514,-0.015084,
3.602903,0.208310,-0.317029,-0.029292,4.802756,3.598946,0.163565,1.379002,1.316632,0.084409,0.512462,-0.033638,
2.864381,1.950574,2.614605,0.657513,1.721727,0.291498,0.601408,1.003233,1.178055,0.309784,0.383049,0.087560,
-0.042193,1.973310,5.026698,0.513097,0.944896,1.627862,2.104692,1.243844,1.514810,0.118750,0.523359,0.070000,
2.700144,1.899794,2.980964,1.589066,2.505321,0.766009,1.758419,1.840909,1.002149,0.084171,0.353781,0.108672,
3.109087,2.306565,3.052882,1.711769,2.876761,2.292465,2.049667,1.301581,0.877689,0.217514,0.377173,0.122209,
